# Sesion:3 Fecha:2026-04-12 20:24:43 Shots:7 Duracion:64,75s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,644966,0.726685,-0.684875,0.053223,0.006409,84.3464,0
0.0100,644976,0.726501,-0.684937,0.055115,0.005310,84.1190,0
0.0200,644986,0.726318,-0.684998,0.057007,0.003601,83.9047,0
0.0300,644996,0.726318,-0.684875,0.058411,0.002380,83.7261,0
0.0400,645006,0.726074,-0.684998,0.059814,0.000732,83.5251,0
0.0500,645016,0.726624,-0.684387,0.060181,-0.000977,83.4626,0
0.0600,645026,0.726990,-0.683899,0.060791,-0.001831,83.3664,0
0.0700,645036,0.726990,-0.683899,0.061279,-0.002441,83.2007,0
0.0800,645046,0.726379,-0.684448,0.061951,-0.003296,82.9669,0
0.0900,645056,0.726257,-0.684570,0.062500,-0.004333,82.8578,0
0.1000,645066,0.726318,-0.684387,0.063232,-0.005859,82.7440,0
0.1100,645076,0.726318,-0.684326,0.064026,-0.007324,82.6231,0
0.1200,645086,0.726196,-0.684326,0.065002,-0.008728,82.5010,0
0.1300,645096,0.726074,-0.684387,0.065979,-0.009827,82.3803,0
0.1400,645106,0.725891,-0.684448,0.067383,-0.011230,82.2348,0
0.1500,645116,0.724976,-0.684753,0.072449,-0.016663,82.1167,0
0.1600,645126,0.724609,-0.684692,0.075684,-0.020264,82.0241,0
0.1700,645136,0.724121,-0.684692,0.079102,-0.023987,81.9345,0
0.1800,645146,0.723755,-0.684509,0.082703,-0.028015,81.8649,0
0.1900,645156,0.723450,-0.684204,0.086426,-0.032288,81.8218,0
0.2000,645166,0.723328,-0.683594,0.090271,-0.036926,81.8233,0
0.2100,645176,0.722900,-0.683228,0.094299,-0.041687,81.7874,0
0.2200,645186,0.722290,-0.682983,0.098450,-0.046143,81.7200,0
0.2300,645196,0.721863,-0.682617,0.102112,-0.050171,81.6834,0
0.2400,645206,0.721985,-0.681763,0.105042,-0.053894,81.6695,0
0.2500,645216,0.722290,-0.680847,0.107361,-0.056702,81.6628,0
0.2600,645226,0.722839,-0.679932,0.108765,-0.058533,81.6517,0
0.2700,645236,0.723145,-0.679382,0.109497,-0.059326,81.6329,0
0.2800,645246,0.723328,-0.679016,0.110229,-0.059937,81.6305,0
0.2900,645256,0.723572,-0.678528,0.111328,-0.060791,81.6292,0
0.3000,645266,0.723389,-0.678284,0.112976,-0.062256,81.5893,0
0.3100,645276,0.723511,-0.677734,0.114746,-0.064026,81.5537,0
0.3200,645286,0.723206,-0.677551,0.116638,-0.065674,81.4931,0
0.3300,645296,0.722534,-0.677734,0.118591,-0.067322,81.3767,0
0.3400,645306,0.721436,-0.678406,0.120605,-0.068604,81.1960,0
0.3500,645316,0.720642,-0.678772,0.122498,-0.070129,81.0688,0
0.3600,645326,0.719971,-0.679016,0.124146,-0.071716,81.0104,0
0.3700,645336,0.719604,-0.679016,0.125610,-0.072998,80.9565,0
0.3800,645346,0.719238,-0.679016,0.126953,-0.074280,80.9255,0
0.3900,645356,0.718994,-0.678894,0.128174,-0.075378,80.8770,0
0.4000,645366,0.718872,-0.678894,0.128784,-0.075745,80.8387,0
0.4100,645376,0.718811,-0.678955,0.128845,-0.075867,80.7995,0
0.4200,645386,0.718872,-0.679077,0.127991,-0.075378,80.7664,0
0.4300,645396,0.718872,-0.679138,0.127808,-0.074951,80.7336,0
0.4400,645406,0.718750,-0.679260,0.128113,-0.075073,80.6912,0
0.4500,645416,0.718750,-0.679199,0.128052,-0.075439,80.6866,0
0.4600,645426,0.718445,-0.679443,0.128174,-0.075989,80.6337,0
0.4700,645436,0.718079,-0.679810,0.128113,-0.076477,80.5781,0
0.4800,645446,0.717773,-0.680115,0.127747,-0.076660,80.5309,0
0.4900,645456,0.717651,-0.680298,0.127625,-0.076599,80.5014,0
0.5000,645466,0.717590,-0.680237,0.128174,-0.077271,80.5091,0
0.5100,645476,0.717407,-0.680054,0.129089,-0.078308,80.5157,0
0.5200,645486,0.717285,-0.679993,0.129883,-0.079041,80.5179,0
0.5300,645496,0.717163,-0.679993,0.130249,-0.079285,80.5105,0
0.5400,645506,0.717163,-0.680054,0.130249,-0.079224,80.5017,0
0.5500,645516,0.717102,-0.680176,0.130066,-0.079163,80.4897,0
0.5600,645526,0.717041,-0.680359,0.129456,-0.078674,80.4700,0
0.5700,645536,0.717041,-0.680603,0.128601,-0.077637,80.4413,0
0.5800,645546,0.716919,-0.680908,0.128235,-0.077087,80.4032,0
0.5900,645556,0.716797,-0.681030,0.128235,-0.076965,80.3897,0
0.6000,645566,0.716797,-0.681030,0.128418,-0.077087,80.3940,0
0.6100,645576,0.716797,-0.680908,0.128723,-0.077576,80.4124,0
0.6200,645586,0.716736,-0.680847,0.129028,-0.078003,80.4191,0
0.6300,645596,0.716736,-0.680847,0.129150,-0.078186,80.3472,0
0.6400,645606,0.716370,-0.681274,0.128967,-0.077942,80.1976,0
0.6500,645616,0.715637,-0.682129,0.128479,-0.077515,79.9617,0
0.6600,645626,0.714233,-0.683838,0.128052,-0.076599,79.6389,0
0.6700,645636,0.712219,-0.686096,0.127686,-0.075378,79.2558,0
0.6800,645646,0.709717,-0.688904,0.127258,-0.074341,78.9271,0
0.6900,645656,0.705750,-0.693542,0.125061,-0.072449,78.7241,0
0.7000,645666,0.703674,-0.695984,0.123657,-0.071899,78.4842,0
0.7100,645676,0.702026,-0.697937,0.122559,-0.071350,78.3158,0
0.7200,645686,0.701050,-0.699097,0.121704,-0.070374,78.2709,0
0.7300,645696,0.700195,-0.700256,0.120728,-0.068848,78.2278,0
0.7400,645706,0.699097,-0.701721,0.119690,-0.067261,78.1476,0
0.7500,645716,0.698303,-0.702881,0.118713,-0.065552,78.1175,0
0.7600,645726,0.698669,-0.702759,0.117798,-0.063965,78.2848,0
0.7700,645736,0.699768,-0.701965,0.117004,-0.062439,78.5581,0
0.7800,645746,0.701294,-0.700684,0.116272,-0.060852,78.8780,0
0.7900,645756,0.703674,-0.698547,0.115173,-0.059814,79.3504,0
0.8000,645766,0.707458,-0.695068,0.113953,-0.058899,79.9790,0
0.8100,645776,0.713745,-0.688904,0.112244,-0.057922,80.9799,0
0.8200,645786,0.719360,-0.683411,0.110657,-0.056580,81.8193,0
0.8300,645796,0.720581,-0.682434,0.109497,-0.054871,81.9000,0
0.8400,645806,0.721008,-0.682251,0.108643,-0.053589,81.8529,0
0.8500,645816,0.721313,-0.682190,0.107605,-0.052246,81.7887,0
0.8600,645826,0.721497,-0.682251,0.106567,-0.051086,81.7039,0
0.8700,645836,0.721741,-0.682251,0.105347,-0.049744,81.6358,0
0.8800,645846,0.721924,-0.682312,0.104309,-0.048584,81.5687,0
0.8900,645856,0.722107,-0.682373,0.103333,-0.047241,81.4990,0
0.9000,645866,0.722351,-0.682434,0.101807,-0.045532,81.4293,0
0.9100,645876,0.722595,-0.682556,0.100098,-0.043762,81.3672,0
0.9200,645886,0.722717,-0.682800,0.098450,-0.042480,81.3320,0
0.9300,645896,0.723022,-0.682678,0.097412,-0.041138,81.3494,0
0.9400,645906,0.723633,-0.682190,0.096924,-0.039978,81.3427,0
0.9500,645916,0.724426,-0.681396,0.096985,-0.038879,81.3242,0
0.9600,645926,0.724548,-0.681213,0.097290,-0.038818,81.2794,0
0.9700,645936,0.724548,-0.681152,0.097473,-0.039001,81.2249,0
0.9800,645946,0.724609,-0.681030,0.097900,-0.039429,81.1856,0
0.9900,645956,0.724548,-0.680908,0.098877,-0.040405,81.1364,0
1.0000,645966,0.724365,-0.680847,0.099976,-0.041809,81.0796,0
1.0100,645976,0.723999,-0.680908,0.101257,-0.043579,81.0037,0
1.0200,645986,0.723755,-0.680969,0.102417,-0.044983,80.9447,0
1.0300,645996,0.723755,-0.680725,0.103027,-0.045837,80.8953,0
1.0400,646006,0.723755,-0.680664,0.103516,-0.046082,80.8590,0
1.0500,646016,0.723877,-0.680542,0.103760,-0.045776,80.8297,0
